File_name,Fish_ID,Common_Name,Species_Code,Family,Genus,Species,Date,Source_River,Imaging_Latitude,Imaging_Longitude,Fork_Length,Girth,Weight,Personnel,Comments,
CVR-1418.6.1556-US41602-Color-10-1032,1032,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1033,1033,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1034,1034,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1035,1035,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1036,1036,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1037,1037,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1038,1038,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1039,1039,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1040,1040,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1041,1041,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1042,1042,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1043,1043,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1044,1044,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1045,1045,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1046,1046,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1047,1047,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1048,1048,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1049,1049,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1050,1050,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1051,1051,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1052,1052,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1053,1053,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1054,1054,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1055,1055,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1056,1056,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1057,1057,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1058,1058,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1059,1059,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1060,1060,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1061,1061,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1062,1062,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1063,1063,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1064,1064,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1065,1065,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1066,1066,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1067,1067,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1068,1068,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1069,1069,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1070,1070,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1071,1071,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1072,1072,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1073,1073,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1074,1074,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1075,1075,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1076,1076,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1077,1077,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1078,1078,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1079,1079,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1080,1080,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1081,1081,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1082,1082,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1083,1083,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1084,1084,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1085,1085,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1086,1086,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1087,1087,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1088,1088,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1089,1089,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1090,1090,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1091,1091,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1092,1092,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1093,1093,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1094,1094,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1095,1095,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1096,1096,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1097,1097,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1098,1098,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1099,1099,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1100,1100,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1101,1101,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1102,1102,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1103,1103,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1104,1104,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1105,1105,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1106,1106,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1107,1107,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1108,1108,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1109,1109,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1110,1110,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1111,1111,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1112,1112,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1113,1113,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1114,1114,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1115,1115,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1116,1116,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1117,1117,redhorse sucker,RHS,Catostomidae,Moxostoma,NA,2-Apr-19,Tittabawassee,43.57,-84.195,420,275,1.14,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1118,1118,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1119,1119,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1120,1120,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1121,1121,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1122,1122,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1123,1123,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1124,1124,redhorse sucker,RHS,Catostomidae,Moxostoma,NA,2-Apr-19,Tittabawassee,43.57,-84.195,356,220,0.64,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1125,1125,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1126,1126,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1127,1127,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1128,1128,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1129,1129,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1130,1130,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1131,1131,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1132,1132,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1133,1133,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1134,1134,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1135,1135,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1136,1136,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1137,1137,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1138,1138,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1139,1139,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1140,1140,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1141,1141,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1142,1142,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1143,1143,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1144,1144,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1145,1145,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1146,1146,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1147,1147,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1148,1148,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1149,1149,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1150,1150,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1151,1151,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1152,1152,quillback carpsucker, QBS,Catostomidae,Carpiodes,cyprinellus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1153,1153,redhorse sucker,RHS,Catostomidae,Moxostoma,NA,2-Apr-19,Tittabawassee,43.57,-84.195,423,285,1.18,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1154,1154,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1155,1155,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1156,1156,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1157,1157,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1158,1158,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1159,1159,quillback carpsucker, QBS,Catostomidae,Carpiodes,cyprinellus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1160,1160,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1161,1161,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1162,1162,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1163,1163,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1164,1164,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1165,1165,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1166,1166,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1167,1167,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1168,1168,common white sucker,CWS,Catostomidae,Catostomus,commersoni,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
CVR-1418.6.1556-US41602-Color-10-1169,1169,walleye,WYE,Percidae,Sander,vitreus,2-Apr-19,Tittabawassee,43.57,-84.195,NA,NA,NA,"BA, BB, CW, SM",,
